asset_id,name_zh,category,origin_type,source_path,source_version,runtime_path,runtime_filename,reference_version,width,height,display_size,alpha,anchor,trim_mode,atlas,bundle,fgui_package,fgui_resource_name,runtime_url,delivery_mode,remote_bundle,remote_path,remote_version,fallback_asset,cache_policy,download_priority,ai_model,prompt_id,license_status,status,review_note,sha256
item_card_32g,32G存储卡,item,ai_generated,art/final/item/item_card_32g.png,v001,,item_card_32g.png,Item Style Master V1,1024,1024,90-256,yes,center,Auto Trim,game_common,game_common,,,,,,,,,,,OpenAI ImageGen builtin,prompt-item-expansion-batch-v01,terms_checked,ready_for_import,developer_visual_approved;technical_qa_passed;terms_checked;not_imported,6e05f702728e7032e1315d90e1c826539923ae52c6d44e93c349734189b4e6ef
item_card_128g,128G存储卡,item,ai_generated,art/final/item/item_card_128g.png,v001,,item_card_128g.png,Item Style Master V1,1024,1024,90-256,yes,center,Auto Trim,game_common,game_common,,,,,,,,,,,OpenAI ImageGen builtin,prompt-item-expansion-batch-v01,terms_checked,ready_for_import,developer_visual_approved;technical_qa_passed;terms_checked;not_imported,d599f9e0316e150088033c212cd468b30fca76d991b8689212ba2bdbb9665305
item_camera_black,黑色相机,item,ai_generated,art/final/item/item_camera_black.png,v001,,item_camera_black.png,Item Style Master V1,1024,1024,90-256,yes,center,Auto Trim,game_common,game_common,,,,,,,,,,,OpenAI ImageGen builtin,prompt-item-expansion-batch-v01,terms_checked,ready_for_import,developer_visual_approved;technical_qa_passed;terms_checked;not_imported,7c2b23e6e76e065be30053d11a8953359567e27a009436425df95db996e6606b
item_cola_regular_red,普通可乐,item,ai_generated,art/final/item/item_cola_regular_red.png,v001,,item_cola_regular_red.png,Item Style Master V1,1024,1024,90-256,yes,center,Auto Trim,game_common,game_common,,,,,,,,,,,OpenAI ImageGen builtin,prompt-item-expansion-batch-v01,terms_checked,ready_for_import,developer_visual_approved;technical_qa_passed;terms_checked;not_imported,7e71a3cb44a19f764850cde216c7dea312b6abbb2070c34f9259fa8675504910
item_cola_zero_black,无糖可乐,item,ai_generated,art/final/item/item_cola_zero_black.png,v001,,item_cola_zero_black.png,Item Style Master V1,1024,1024,90-256,yes,center,Auto Trim,game_common,game_common,,,,,,,,,,,OpenAI ImageGen builtin,prompt-item-expansion-batch-v01,terms_checked,ready_for_import,developer_visual_approved;technical_qa_passed;terms_checked;not_imported,36859d698c988a48f002ccc45cb0d3c23c5d5a125ad0fca4b839ddc9f7529e6f
item_cat_food,猫粮,item,ai_generated,art/final/item/item_cat_food.png,v001,,item_cat_food.png,Item Style Master V1,1024,1024,90-256,yes,center,Auto Trim,game_common,game_common,,,,,,,,,,,OpenAI ImageGen builtin,prompt-item-expansion-batch-v01,terms_checked,ready_for_import,developer_visual_approved;technical_qa_passed;terms_checked;not_imported,3bb4cf6cae8553836f4355c170d3c5712288fcca1ff409cd8080dcd002451304
item_dog_food,狗粮,item,ai_generated,art/final/item/item_dog_food.png,v001,,item_dog_food.png,Item Style Master V1,1024,1024,90-256,yes,center,Auto Trim,game_common,game_common,,,,,,,,,,,OpenAI ImageGen builtin,prompt-item-expansion-batch-v01,terms_checked,ready_for_import,developer_visual_approved;technical_qa_passed;terms_checked;not_imported,45dd5c227a2f1fa5dbac3387e5c9d0bb018bab975a930b2cf9098ba0b0852d89
item_ice_cream,冰淇淋,item,ai_generated,art/final/item/item_ice_cream.png,v001,,item_ice_cream.png,Item Style Master V1,1024,1024,90-256,yes,center,Auto Trim,game_common,game_common,,,,,,,,,,,OpenAI ImageGen builtin,prompt-item-expansion-batch-v01,terms_checked,ready_for_import,developer_visual_approved;technical_qa_passed;terms_checked;not_imported,1a93ff115013a602d9b7e87fa9c9d064b9ff078d6d5789c7e209ce1c6e25f0f1
item_toy_bear,玩具熊,item,ai_generated,art/final/item/item_toy_bear.png,v001,,item_toy_bear.png,Item Style Master V1,1024,1024,90-256,yes,center,Auto Trim,game_common,game_common,,,,,,,,,,,OpenAI ImageGen builtin,prompt-item-expansion-batch-v01,terms_checked,ready_for_import,developer_visual_approved;technical_qa_passed;terms_checked;not_imported,a004de7221d46c762a1801faaa8048674c4d337a6d2116cf58507afb1e9a525c
icon_app,游戏图标,icon,ai_generated,art/final/icon/icon_app.png,v001,,icon_app.png,Icon Direction B,2048,2048,48-2048,no,center,None,main,main,,,,local,,,,,,critical,OpenAI ImageGen builtin,prompt-icon-app-b-master-v01,terms_checked,ready_for_import,developer_visual_approved;technical_qa_passed;terms_checked;not_imported;2048_resampled_from_1254_native,13f5dcc702dc791122b85f1145132c64f9b83f540e3ee001ee93823acfd48428
box_small_closed,小号封闭纸箱,box,ai_generated,art/final/packaging/box/box_small_closed.png,v001,fairygui/assets/ui-game/images/packaging/box_small_closed.png,box_small_closed.png,Packaging Direction C,1024,1024,128-512,yes,center,Auto Trim,game_common,game_common,ui-game,box_small_closed,ui://rpggm001gm106,local,,,,,,,OpenAI ImageGen builtin,prompt-box-small-closed-v01,terms_checked,fgui_preview_passed,developer_visual_approved;technical_qa_passed;terms_checked;fgui_imported;ui_game_v001;fgui_preview_passed,bce4408ebfdd0052bf345f3ce6b970f71cd5b017bbc97f67d707e7e108877ed0
wrap_bubble_roll,气泡膜卷,wrap,ai_generated,art/final/packaging/wrap/wrap_bubble_roll.png,v001,fairygui/assets/ui-game/images/packaging/wrap_bubble_roll.png,wrap_bubble_roll.png,Packaging Direction C,1024,1024,90-512,yes,center,Auto Trim,game_common,game_common,ui-game,wrap_bubble_roll,ui://rpggm001gm107,local,,,,,,,OpenAI ImageGen builtin,prompt-wrap-bubble-roll-v01,terms_checked,fgui_preview_passed,developer_visual_approved;technical_qa_passed;terms_checked;fgui_imported;ui_game_v001;fgui_preview_passed;opaque_stylized_material,f95a37f8425e1ba7411239c2c8f5711e33d54ef63e88dd3fa12f1f6530ee9000
label_fragile,易碎标签,label,ai_generated,art/final/packaging/label/label_fragile.png,v002,fairygui/assets/ui-game/images/packaging/label_fragile.png,label_fragile.png,Packaging Direction C lively revision,1024,1024,90-512,yes,center,Auto Trim,game_common,game_common,ui-game,label_fragile,ui://rpggm001gm108,local,,,,,,,OpenAI ImageGen builtin,prompt-label-fragile-v02,terms_checked,fgui_preview_passed,developer_visual_approved;technical_qa_passed;terms_checked;fgui_imported;ui_game_v001;fgui_preview_passed;elevated_dynamic_symbols,e0df0d4e798b4595c7160aa6b68aae5695516db82e10947ebe883ff229302dea
icon_coin,HUD金币图标,icon,ai_generated,art/final/icon/hud/icon_coin.png,v001,fairygui/assets/ui-common/images/hud/icon_coin.png,icon_coin.png,HUD Icon Style V1,512,512,48-90,yes,center,Auto Trim,ui_common,game_common,ui-common,icon_coin,ui://rpgcm001hc001,local,,,,,,,OpenAI ImageGen builtin,prompt-icon-coin-v01,terms_checked,fgui_preview_passed,developer_visual_approved;technical_qa_passed;terms_checked;fgui_imported;fgui_preview_passed;ui_common_v001,d503821934aba64d9a11984203878b35e7e119c053b07492e4909d2bfedac0c4
icon_complaint,HUD投诉图标,icon,ai_generated,art/final/icon/hud/icon_complaint.png,v001,fairygui/assets/ui-common/images/hud/icon_complaint.png,icon_complaint.png,HUD Icon Style V1,512,512,48-90,yes,center,Auto Trim,ui_common,game_common,ui-common,icon_complaint,ui://rpgcm001hc002,local,,,,,,,OpenAI ImageGen builtin,prompt-icon-complaint-v01,terms_checked,fgui_preview_passed,developer_visual_approved;technical_qa_passed;terms_checked;fgui_imported;fgui_preview_passed;ui_common_v001,be895e46372e43b78251bfd35dd8fed2b45bb345ab35f7253f838dbc3a314116
icon_day_goal_star,HUD今日目标星星图标,icon,ai_generated,art/final/icon/hud/icon_day_goal_star.png,v001,fairygui/assets/ui-common/images/hud/icon_day_goal_star.png,icon_day_goal_star.png,HUD Icon Style V1,512,512,48-90,yes,center,Auto Trim,ui_common,game_common,ui-common,icon_day_goal_star,ui://rpgcm001hc003,local,,,,,,,OpenAI ImageGen builtin,prompt-icon-day-goal-star-v01,terms_checked,fgui_preview_passed,developer_visual_approved;technical_qa_passed;terms_checked;fgui_imported;fgui_preview_passed;ui_common_v001,2519a89d27f9b301a6883ca2891a1d595cfdbfff988eb7d48e9aa0717758e564
fx_combo_flame_base,完美连单HUD火焰底层,fx,ai_generated,art/final/fx/hud/fx_combo_flame_base.png,v001,,fx_combo_flame_base.png,Rejected Visual Drift,1024,512,90-220,yes,center-bottom,None,ui_common,game_common,,,,,,,,,,,OpenAI ImageGen builtin,prompt-fx-combo-flame-base-v01,terms_checked,rejected,rejected_visual_drift;do_not_import,ccea3e0d9f42d4064f42a9437e5f2ebc51714197ba0241a8e9f2bdbed598c746
fx_combo_sparks,完美连单HUD火星层,fx,ai_generated,art/final/fx/hud/fx_combo_sparks.png,v001,,fx_combo_sparks.png,Rejected Visual Drift,1024,512,90-220,yes,center-bottom,None,ui_common,game_common,,,,,,,,,,,OpenAI ImageGen builtin,prompt-fx-combo-sparks-v01,terms_checked,rejected,rejected_visual_drift;do_not_import,1de5e6d42e07c0a901c556ecef93f2f6a58068bc27ebcb50ed35f149c4df28f3
fx_combo_glow_ring,完美连单HUD柔光环,fx,procedural,art/final/fx/hud/fx_combo_glow_ring.png,v001,,fx_combo_glow_ring.png,Rejected Visual Drift,1024,512,90-220,yes,center,None,ui_common,game_common,,,,,,,,,,,Pillow deterministic,spec-fx-combo-glow-ring-v01,not_required,rejected,rejected_visual_drift;do_not_import,b498c318797d0599870ca4e98bca62b7f5f570b9d334ffdb4acf0e2606effaac
font_source_han_sans_sc_regular,思源黑体简体中文常规,font,third_party_open_font,art/final/font/source-han-sans/SourceHanSansSC-Regular.otf,2.005R,fairygui/assets/ui-common/fonts/SourceHanSansSC-Regular.otf,SourceHanSansSC-Regular.otf,Source Han Sans 2.005R,,,,,,,main,main,ui-common,SourceHanSansSC-Regular,ui://rpgcm001ft001,local,,,,,,,,,OFL-1.1,fgui_preview_passed,official_release;archive_sha256_verified;license_preserved;fgui_imported;fgui_preview_passed;typography_v001,f1d8611151880c6c336aabeac4640ef434fa13cbfbf1ffe82d0a71b2a5637256
font_source_han_sans_sc_heavy,思源黑体简体中文粗体,font,third_party_open_font,art/final/font/source-han-sans/SourceHanSansSC-Heavy.otf,2.005R,fairygui/assets/ui-common/fonts/SourceHanSansSC-Heavy.otf,SourceHanSansSC-Heavy.otf,Source Han Sans 2.005R,,,,,,,main,main,ui-common,SourceHanSansSC-Heavy,ui://rpgcm001ft002,local,,,,,,,,,OFL-1.1,fgui_preview_passed,official_release;archive_sha256_verified;license_preserved;fgui_imported;fgui_preview_passed;typography_v001,6374b11bc4c2cd4bd7be1a1d64cf5047906c8a6a025c64e023c6792e50ba985e
font_smiley_sans_oblique,得意黑斜体,font,third_party_open_font,art/final/font/smiley-sans/SmileySans-Oblique.ttf,2.0.1,fairygui/assets/ui-common/fonts/SmileySans-Oblique.ttf,SmileySans-Oblique.ttf,Smiley Sans 2.0.1,,,,,,,main,main,ui-common,SmileySans-Oblique,ui://rpgcm001ft003,local,,,,,,,,,OFL-1.1,fgui_preview_passed,official_release;archive_sha256_verified;license_preserved;fgui_imported;fgui_preview_passed;display_titles_only;typography_v001,b447d7e781f08bc95c4c9f23ba71ed2b8ebb639aa7184485c71c4ca5afcd25c4
scene_community_day_bg,社区快递站日景背景,scene,ai_generated,art/final/scene/community/scene_community_day_bg.png,v001,fairygui/assets/ui-game/images/scene/scene_community_day_bg.png,scene_community_day_bg.png,Community B plus A master v001,1500,2668,750x1334,no,center,None,,game_common,ui-game,scene_community_day_bg,ui://rpggm001gm101,local,,,,,preload,critical,OpenAI ImageGen builtin,prompt-scene-community-day-master-v01,terms_checked,fgui_preview_passed,developer_visual_approved;technical_qa_passed;terms_checked;fgui_imported;ui_game_v001;fgui_preview_passed;remote_candidate_evaluate_before_release,0e464becee0cb026b382430e802ca75ff642ab93d3710a1dd5e3426ad9301b01
char_packer_calm,主角平静,character,ai_derived,art/final/character/packer/char_packer_calm.png,v001,fairygui/assets/ui-game/images/character/char_packer_calm.png,char_packer_calm.png,Approved expression sheet v003 runtime extraction,384,512,212x283,yes,center,None,game_common,game_common,ui-game,char_packer_calm,ui://rpggm001gm109,local,,,,,,,OpenAI ImageGen builtin,prompt-char-packer-runtime-sprites-v01,terms_checked,fgui_component_loaded,source_visual_approved;runtime_extraction_v001;fixed_canvas;fgui_editor_loaded;default_preview_passed;runtime_switch_pending_cocos,f0bfa280d17030e2786e8a2f0ee794093e447a4ab99ea70803b0ae7031766ede
char_packer_tired,主角疲惫,character,ai_derived,art/final/character/packer/char_packer_tired.png,v001,fairygui/assets/ui-game/images/character/char_packer_tired.png,char_packer_tired.png,Approved expression sheet v003 runtime extraction,384,512,212x283,yes,center,None,game_common,game_common,ui-game,char_packer_tired,ui://rpggm001gm110,local,,,,,,,OpenAI ImageGen builtin,prompt-char-packer-runtime-sprites-v01,terms_checked,fgui_component_loaded,source_visual_approved;runtime_extraction_v001;fixed_canvas;fgui_editor_loaded;controller_mapping_checked;runtime_switch_pending_cocos,091417f4ffb85be10ddcb4862bf626173a6d451658d87996f5195d72dce95a65
char_packer_focused,主角专注,character,ai_derived,art/final/character/packer/char_packer_focused.png,v001,fairygui/assets/ui-game/images/character/char_packer_focused.png,char_packer_focused.png,Approved expression sheet v003 runtime extraction,384,512,212x283,yes,center,None,game_common,game_common,ui-game,char_packer_focused,ui://rpggm001gm111,local,,,,,,,OpenAI ImageGen builtin,prompt-char-packer-runtime-sprites-v01,terms_checked,fgui_component_loaded,source_visual_approved;runtime_extraction_v001;fixed_canvas;fgui_editor_loaded;controller_mapping_checked;runtime_switch_pending_cocos,697f5af1bb9595e7a69d3be34512567f687928fa68f8a980aa1ca463497da961
char_packer_suspicious,主角怀疑,character,ai_derived,art/final/character/packer/char_packer_suspicious.png,v001,fairygui/assets/ui-game/images/character/char_packer_suspicious.png,char_packer_suspicious.png,Approved expression sheet v003 runtime extraction,384,512,212x283,yes,center,None,game_common,game_common,ui-game,char_packer_suspicious,ui://rpggm001gm112,local,,,,,,,OpenAI ImageGen builtin,prompt-char-packer-runtime-sprites-v01,terms_checked,fgui_component_loaded,source_visual_approved;runtime_extraction_v001;fixed_canvas;fgui_editor_loaded;controller_mapping_checked;runtime_switch_pending_cocos,30e3c8a12a36fb0512282fa89234247155a747d65b902136cbe878f3fa863f40
char_packer_irritated,主角轻度暴躁,character,ai_derived,art/final/character/packer/char_packer_irritated.png,v001,fairygui/assets/ui-game/images/character/char_packer_irritated.png,char_packer_irritated.png,Approved expression sheet v003 runtime extraction,384,512,212x283,yes,center,None,game_common,game_common,ui-game,char_packer_irritated,ui://rpggm001gm113,local,,,,,,,OpenAI ImageGen builtin,prompt-char-packer-runtime-sprites-v01,terms_checked,fgui_component_loaded,source_visual_approved;runtime_extraction_v001;fixed_canvas;fgui_editor_loaded;controller_mapping_checked;runtime_switch_pending_cocos,b3521a4fd79aa28745e5ea006e81a05c9dd70ac8aee0da05f12ca92c3315ca59
char_packer_rage,主角极度抓狂,character,ai_derived,art/final/character/packer/char_packer_rage.png,v001,fairygui/assets/ui-game/images/character/char_packer_rage.png,char_packer_rage.png,Approved expression sheet v003 runtime extraction,384,512,212x283,yes,center,None,game_common,game_common,ui-game,char_packer_rage,ui://rpggm001gm114,local,,,,,,,OpenAI ImageGen builtin,prompt-char-packer-runtime-sprites-v01,terms_checked,fgui_component_loaded,source_visual_approved;runtime_extraction_v001;fixed_canvas;fgui_editor_loaded;controller_mapping_checked;runtime_switch_pending_cocos,1931ae6278a52f5b89dab58d0243a5718d08b135f82af45deecc0e81fa6073fa
char_packer_success,主角成功得意,character,ai_derived,art/final/character/packer/char_packer_success.png,v001,fairygui/assets/ui-game/images/character/char_packer_success.png,char_packer_success.png,Approved expression sheet v003 runtime extraction,384,512,212x283,yes,center,None,game_common,game_common,ui-game,char_packer_success,ui://rpggm001gm115,local,,,,,,,OpenAI ImageGen builtin,prompt-char-packer-runtime-sprites-v01,terms_checked,fgui_component_loaded,source_visual_approved;runtime_extraction_v001;fixed_canvas;fgui_editor_loaded;controller_mapping_checked;runtime_switch_pending_cocos,71c1462aec219dad15b5ffd93a79fbb005dede7f282f7e933768fcef0bd82597
char_packer_failed,主角失败崩溃,character,ai_derived,art/final/character/packer/char_packer_failed.png,v001,fairygui/assets/ui-game/images/character/char_packer_failed.png,char_packer_failed.png,Approved expression sheet v003 runtime extraction,384,512,212x283,yes,center,None,game_common,game_common,ui-game,char_packer_failed,ui://rpggm001gm116,local,,,,,,,OpenAI ImageGen builtin,prompt-char-packer-runtime-sprites-v01,terms_checked,fgui_component_loaded,source_visual_approved;runtime_extraction_v001;fixed_canvas;fgui_editor_loaded;controller_mapping_checked;runtime_switch_pending_cocos,aac3b593d3e65e8dc69e982eb2bee4e6cec6a9848852964ef356a80dcc97b094
